"Mship No","Company Name","Address","Name","Ph (Off)","Email","Business Sector(s)","Business Speciality"
"19408-C","AGROCRAFT (PVT) LTD (TP)","AL-GHANI INDUSTRIAL ESTAT 20-K.M., FEROZEPUR ROAD, LAHORE","MR. IMRAN BASHIR RANA - Chief Executive","042-35274331","agrocraft@agrogroup.com.pk","AGRICULTURAL MACHINERY","AGRICULTURAL MACHINERY PARTS"
"128409-A","AUTO TECH ENTERPRISES","AKBAR CHOWK, MOMINPURA, DAROGHAWALA, LAHORE","MR. MUHAMMAD ZOHAIB - Proprietor","","xohiimughal@gmail.com","AGRICULTURAL MACHINERY","AGRICULTURAL MACHINERY"
"127144-A","MASSIVE FARM TRACTORS","130-N, STREET 132, DHA PHASE 1, LAHORE","MR. MUHAMMAD AZEEM CHAUDHRY - Managing Partner","","massive1947@gmail.com","AGRICULTURAL MACHINERY","AGRICULTURE MACHINERY"
"131949-C","NISHAT DEVELOPERS (PVT) LTD.","NISHAT HOUSE, 53-A LAWRENCE ROAD, LAHORE","MR. HASSAN MANSHA - Director","042-35717090 042-35717096","","AGRICULTURAL CROPS & SEEDS","AGRICULTURE PRODUCTS"
"99376-C","FLORIX (PVT.) LTD","OFFICE NO.5, GROUND FLOOR KHURSHEED PLAZA, MAIN BOULEVARD, DEFENCE, LAHORE","MR. MUHAMMAD JON HABIB - Director","","ask.florix@gmail.com","AGRICULTURAL CROPS & SEEDS","PLANT NURSERY"
"132050-A","AL-HADI FARMS","211, OPP KHURSHEED PARK, SHADMAN 1, LAHORE","MR. HUSSAIN RAZA - Managing Partner","","farms.alhadi@gmail.com","AGRICULTURAL CROPS & SEEDS","RAISING OF POULTRY"
"21810-C","CORTEVA AGRISCIENCE PAKISTAN LIMITED.","OFFICE # 1-A, 8TH FLOOR, BUSINESS HUB, COMMERCIAL BROADWAY, PHASE 8, DHA, LAHORE","MR. TALLAL HAKEEM KHAWAJA - Chief Executive","042-37819100 042-37819199 111-387-668","tallal.hakeem@corteva.com","AGRICULTURAL CROPS & SEEDS","SEED & CROP PROTECTION PRODUCTS"
"33491-A","HAJI SONS","HOUSE NO.65,STREET NO.13, CAVALRY GROUND, LAHORE.CANTT","MR. MUHAMMAD TAHIR SALEEMI - Managing Partner","042-36619881 042-36619883","info@hajisons.pk","AGRICULTURAL CROPS & SEEDS","SEEDS HEIS, PESTICIDES, FERTILIZERS"
"49138-C","ALI AKBAR SEEDS (PVT) LTD","1-KM BHOPTIAN CHOWK DEFENCE ROAD, OFF RAIWIND ROAD LAHORE","MR. MAJOR (R) IJAZ MHUAMMAD KHAN - Chief Executive","042-35321461 042-35321465","zubair_ahmad@aliakbergroup.com","AGRICULTURAL CROPS & SEEDS","SEEDS"
"57440-C","GREEN NATURE FARMS","2-A,AHMAD BLOCK, NEW GARDEN TOWN, LAHORE","MRS. NUSRAT BASIT - Partner","111-111-220","bigbird@bigbirdgroup.com.pk","AGRICULTURAL CROPS & SEEDS","AGRICULTURAL PRODUCTIONS"
"63252-A","ROSE SUPREME","SUITE NO.5-6, FIRST FLOOR AHAD HEIGHTS, MINI MARKET, GULBERG, LAHORE","MR. DILAWAR HUSSAIN - Proprietor","","info@rosesupreme.com","AGRICULTURAL CROPS & SEEDS","FLOWER BULBS AND FLORICAL TURE"
"68436-C","EMKAY SEEDS (PVT) LTD.","4TH FLOOR, BUILDING NO.1, ASSOCIATED HOUSE, 7- EGERTON ROAD, LAHORE","MR. SAJJAD SULAIMAN MALIK - Chief Executive","042-36361960","emkayseeds@gmail.com","AGRICULTURAL CROPS & SEEDS","VEGETABLES/ SEEDS"
"70670-A","SAREMCO INTERNATIONAL","OFFICE NO.06, IST FLOOR, COMMERCIAL PLAZA, PCSIR-II, NEAR SHOUKAT KHANAM HOSPITAL, LAHORE","MR. RAO MUHAMMAD ARSHAD - Managing Partner","042-35316813 111-727-362","arshad@saremco.biz","AGRICULTURAL CROPS & SEEDS","AGRICULTURE PRODUCTS"
"75126-C","ATF MANGO FARMS (PVT) LTD.","61-A, MAIN GULBERG, LAHORE","MR. ALI KHAN TAREEN - Chief Executive","042-35750018 042-35761091","maqsoodmalhi@jksugarmills.com","AGRICULTURAL CROPS & SEEDS","FARMS MANGO ORCHARDS"
"82513-C","YUKSEL SEEDS ASIA (PVT) LTD","281-SD, FALKON COMPLEX, GULBERG-III, LAHORE","MR. SHOUKAT ALI - Chief Executive Officer","","uukselasia@yukselseeds.com","AGRICULTURAL CROPS & SEEDS","SEEDS"
"85290-C","Z.A.N INTERNATIONAL (PVT) LTD.","154/2 J, STREET 7, PHASE 5 DHA, LAHORE","MR. BILAL AHMAD - Director","","bilal@shadabrice.pk","AGRICULTURAL CROPS & SEEDS","RICE AND SEEDS"
"89567-C","IZHAR FARMS (PVT.) LTD.","35-TIPU BLOCK, NEW GARDEN TOWN, LAHORE","MR. YAQOOB TAHIR IZHAR - Managing Director","042-35888000 042-35888008 111-323-111","info@izhar.com","AGRICULTURAL CROPS & SEEDS","AGRICULTURE PRODUCTS/ FOOD PRODUCTS"
"92567-C","VITAL AGRI NUTRIENTS (PVT.) LTD","605 AL-HAFEEZ HEIGHTS, GULBERG-III, LAHORE","MR. AHMED UMAIR - Chief Executive","042-35762215","umair@van.com.pk","AGRICULTURAL CROPS & SEEDS","FERTILIZERS AND SOIL AMENDMENTS"
"96262-C","EASTERN AGRO INDUSTRIES","177-GRAIN MARKET, BADAMI BAGH, LAHORE","MR. RIAZ AHMED - Chief Executive","042-37722770 042-37722771","easternagro68@gmail.com","AGRICULTURAL CROPS & SEEDS","AGRICULTRAL IMPLEMENTS"
"97455-C","PRIME GREEN FARMS (PVT) LTD.","HOUSE NO.100-L, DHA, LAHORE","MR. MUHAMMAD IJAZ TABASSUM - Chief Executive","","ijaz@primegreenfarms.com","AGRICULTURAL CROPS & SEEDS","AGRICULTURAL CROPS & CATTLE FEEDS"
"123857-C","IAK SEEDS (PVT) LTD.","KOTLI COLD STORAGE 2KM- HUSSAIN KHAN WALA ROAD, KASUR","MR. FAIZAN AHMAD KHAN - Chief Executive","","iakseeds@hotmail.com","AGRICULTURAL CROPS & SEEDS","POTATO,SEEDS"
"103062-C","PREMIER AGRO PROCESSING COMPANY (PVT) LIMITED","119- TIPU BLOCK, NEW GARDEN TOWN, LAHORE","MR. ASAD ALI - Chief Executive","042-35880911 042-35880912","a7430418@gmail.com","AGRICULTURAL CROPS & SEEDS","AGRICULTURE PRODUCTS"
"113052-C","GO AGRO (PVT.) LTD","PLAZA NO.51-K, MEZZANINE FLOOR, PHASE-I, DHA, LAHORE","MR. KHALID RIAZ - Chief Executive","","tahir.iqbal@sitarapetroleum.com","AGRICULTURAL CROPS & SEEDS","CROPS AND OILE SEEDS, AGRUCULTURAL"
"115245-C","ZZM FARMS (PVT) LTD","487-B, PAK ARAB SOCIETY, FEROZEPUR ROAD, LAHORE","MR. HUSNAIN AHMAD - Chief Executive","","husnain.res@gmail.com","AGRICULTURAL CROPS & SEEDS","CROPS LIKEWISE WHEAT-COTTON ETC"
"115454-C","NK SEEDS (PVT.) LTD","SHOP NO. E-45/46, PUNJAB COOPERATIVE HOUSING SOCIETY, NEW GHAZI ROAD, LAHORE","MR. NAUMAN KHAN - Chief Executive","","naumankhanpk18@gmail.com","AGRICULTURAL CROPS & SEEDS","SEEDS PROCENIG AND TRADING"
"115923-C","ALI USMAN SEED CORPORATION","24-J USMAN TOWERS, NEAR LAHORE BROAST WAHDAT ROAD, LAHORE","MR. MUHAMMAD KASHIF RIZWAN - Proprietor","","","AGRICULTURAL CROPS & SEEDS","AGRICULTURAL"
"118698-A","IRNA GLOBAL","OFFICE NO. 1, FIRST FLOOR HASHIM CENTER, AA COMMERICAL SECTOR D, BAHRIA TOWN, LAHORE","MR. SHAFIQUE UR REHMAN - Partner","","irnaglobal.pk@gmail.com","AGRICULTURAL CROPS & SEEDS","AGRICULTURAL PRODUCTS"
"120589-C","MODERN FARMING","GROUND FLOOR, BUILDING NO.210, LALAZAR COMMERCIAL MARKET, RAIWIND ROAD, THOKAR NIAZ BAIG, LAHORE","MR. NAEEM AHSAN - Proprietor","","modernfarminglaser@gmail.com","AGRICULTURAL CROPS & SEEDS","LASER LEVEL SYSTEMS"
"122118-C","FINE ENGINEERING WORKS","MAIN ROHI NALA, BEDIAN ROAD, LAHORE","MRS. SUMAIRA FAISAL - Proprietor","042-37321331","fineengineeringworks10@gmail.com","AGRICULTURAL CROPS & SEEDS","FORMAR/CROPS"
"131836-A","ASIF & MUSTAFA ENTERPRISES","9-C SHALIMAR LINK ROAD, MUGHALPURA, LAHORE","MR. ASIF ANWAR - Managing Partner","042-36846821 042-36846172","asifandmus.enterprises@gmail.com","AGRICULTURAL CROPS & SEEDS","FLOUR, WHEAT"
"123861-C","VICTORY FARMS (PVT) LTD","C-2 PLAZA, 3RD FLOOR, D-BLOCK, COMMERCIAL MARKET, VALENCIA TOWN, LAHORE","CH. SULTAN MEHMOOD - Chief Executive","042-35210489","sultan73112@yahoo.com","AGRICULTURAL CROPS & SEEDS","AGRI CROPS"
"123974-A","WAHLA AND SONS AGRI BUSINESS","NEAR BATA FACTORY, THAY WALI STREET, RANI PARK, MAIN G.T ROAD, MANAWAN, LAHORE","MR. HASNAIN ALI - Proprietor","","","AGRICULTURAL CROPS & SEEDS","AGRI CROPS"
"129804-C","FUNGI MATRIX (PVT) LTD","6-K-M JIA BAGGA RAILWAY CROSSING, VILLAGE KARYAL, LAHORE","MR. NAUMAN SAEED - Chief Executive","","nauman@fungimatrix.com","AGRICULTURAL CROPS & SEEDS","EXOTIC MASHROOMS"
"129826-C","NEXUS RICE EXPORT (PVT) LTD.","OFFICE E 8, SUKH CHAYN GARDEN, CANAL BANK ROAD, LAHORE","MR. HUNAIN REHMAN - Chief Executive","","hunainrehman02@gmail.com","AGRICULTURAL CROPS & SEEDS","RICE, MANGO, ORANGE"
"129948-A","HAMZA FLOUR MILLS","HH- 157 PHASE - IV DHA, LAHORE","MR. QAISER FAROOQ - Proprietor","","qaiserfarooq7962@gmail.com","AGRICULTURAL CROPS & SEEDS","WHEAT"
"130060-A","AGROMAX INTERNATIONAL","31- E2 WAPDA TOWN, LAHORE","MR. ALI RAZA - Partner","","ali.raza@agromaxpk.com","AGRICULTURAL CROPS & SEEDS","AGRICULTURAL"
"130201-A","AGRIXUM NURSERY FARM","1ST FLOOR, 108-114C, BLOCK A, VICTORIA LIVINGS, COMMERCIAL AREA, RAIWIND ROAD, ETIHAD TOWN, LAHORE","MR. REHAN ANWAR - Partner","","rehan397@hotmail.com","AGRICULTURAL CROPS & SEEDS","LIVE PLANTS"
"130889-C","ALWARD FARMS (PVT) LTD","HOUSE # 771, SAGAR ROAD, MAIN SADDAR BAZAR, LAHORE","MR. AHMED ABDUL RAUF - Chief Executive","","alwardgroup@gmail.com","AGRICULTURAL CROPS & SEEDS","LIVE PLANTS/TREES/RICE"
