"Mship No","Company Name","Address","Name","Ph (Off)","Email","Business Sector(s)","Business Speciality"
"129459-A","FORCE CABLES","SHOP # G 23, MUNAWAR CENTER, 31- THE MALL ROAD, LAHORE","MR. MUHAMMAD AWAIS MUNIR - Proprietor","","fc44122@gmail.com","ELECTRIC CABLES","ALL TYPES OF WIRE PRODUCTS"
"129625-A","RESOURCE ELECTRIC","H # 48, ST # 3, MUSLIM HOSTLE, ABDALI ROAD, SANAT NAGAR, LAHORE","MR. MUDASIR ALI - Proprietor","","resource.electric1@gmail.com","ELECTRIC CABLES","ELECTRIC CABLE/COPPER CONDUCTOR"
"131065-C","TECHNO CABLES (PVT) LTD","213-SUNDAR, INDUSTRIAL ESTATE, LAHORE","MR. KASHIF ZAFAR - Chief Executive","","info@teshnocables.com.pk","ELECTRIC CABLES","IN ALL KIND OF ELECTRICAL CABLES & WIRES"
"131704-C","NISHAN CABLE INDUSTRIES","MAIN RING ROAD, IBRAHIM COLONY ROAD, AZIZ BHATTI TOWN, LAHORE","MR. MUHAMMAD SAJEEL - Partner","","chshajeel140@gmail.com","ELECTRIC CABLES","CABLE INDUSTRY"
"121448-C","GRAND STAR CABLES (PVT) LTD.","PLOT NO.46, BLOCK-A, PUNJAB SMALL INDUSTRIAL ESTATE, SUNDAR ROAD, P.S.I.C (PHASE-II) LAHORE","MR. MUNEEB AMIN - Director","","muneebamin033@gmail.com","ELECTRIC CABLES","CABLES"
"38028-C","UNITED WIRE PRODUCTS CO.","BUS STOP SALAMATPURA G.T. ROAD BAGHBANPURA LAHORE","SH. SAJJAD AFZAL - Managing Partner","042-37673491","SAFZAL@BRAIN.NET.PK","WIRE PRODUCTS","WIRE & WIRE MESHES & PERFORTED METAL"
"41207-C","SPELL PETRO CHEMICALS (PVT) LTD","88-E-1, MODEL TOWN, LAHORE","MR. ALI ASGHAR MALIK - Chief Executive","111-177-355","spellgroup@yahoo.com","WIRE PRODUCTS","Fr Cables"
"41945-C","UNITED SCREW INDUSTRIES (PVT) LTD","PLOT N0.176-S- QUAID-E-AZAM INDUSTRIAL ESTATE KOT LAKHPAT LAHORE","MR. KHALID AFZAL SHEIKH - Director","042-35215632 042-35215241","unsi@brain.net.pk","WIRE PRODUCTS","ALL KIND OF SCREW & WIRE MESH"
"131146-C","HAFIZ WIRE","NEAR IL REHMAN KANTA, MOMEN PURA ROAD, LAHORE","MR. SHARAFAT ALI - Proprietor","","","WIRE PRODUCTS","WIRE PRODUCTS"
"59198-C","UNITED INDUSTRIAL AID","32-S,INDUSTRIAL ESTATE, KOT LAKHPAT, LAHORE","MR. KHALID MEHMOOD - Proprietor","042-35156462 042-35122470","cco@unitedindustrialaid.com","WIRE PRODUCTS","WIRE HARNESS"
"60429-C","ISHAQ SONS AUTO INDUSTRIES (PVT) LTD","187-S, QUAID-E-AZAM, INDUSTRIAL ESTATE, KOT LAKHPAT, LAHORE","MR. ABDUL GHANI ZIA - Chief Executive","042-35215601 042-35215602","ishaqsons_786@yahoo.com","WIRE PRODUCTS","CABLES AND WIRE"
"67680-A","TECH CABLES","KARAM ELAHI PLAZA, 11, CIVIC CENTER, M.A. JOHAR TOWN, LAHORE","MR. PHOOL SHAHZAD - Managing Partner","042-35186199","info@techcables.com.pk","WIRE PRODUCTS","WIRE PRODUCTS"
"69298-C","FAIKH (SMC-PVT) LTD.","HOUSE NO.54, JEHLUM BLOCK, GREEN FORTS 02- MULTAN ROAD, LAHORE","MR. MUHAMMAD NADEEM JAMIL - Chief Executive","042-37513388","","WIRE PRODUCTS","CABLES"
"86748-A","NEELAM CABLES","BACK SIDE NADRA OFFICE, ZARAR SHAHEED ROAD, LAHORE","MR. AHMED ALI - Proprietor","","","WIRE PRODUCTS","WIRE"
"99293-A","SHAHZAD ENTERPRISES","MUGHAL PARK, BARKAT TOWN, SHAHDARA, LAHORE","MR. SHAHZAD YAQOOB - Proprietor","","","WIRE PRODUCTS","DIFFERENT KINDS OF CABLES"
"30151-A","AFZAL MACHINERY STORES","37- NISHTER ROAD, LAHORE","SH. SAJJAD AFZAL - Partner","042-37562049 042-37660026","afzalmachinery51@gmail.com","WIRE PRODUCTS","ALL KIND OF WIRE MESHES"
"18086-C","AMAR CABLE INDUSTRIES (PVT) LTD","68-B-III, GULBERG-III, LAHORE","MR. AMAR ILYAS BUTT - Chief Executive","042-37722108 042-37722109","","WIRE PRODUCTS","WIRES & CABLES"
"123826-C","UNIVERSAL WIRE PRODUCTS (PVT) LTD.","NEAR ATAR FACTORY STOP, 13-KM SHEIKHUPURA ROAD, LAHORE","MR. SALMAN HABIB - Chief Executive","042-37164277","salmanhabib90@hotmail.com","WIRE PRODUCTS","ROPES"
"121540-A","TIP TOP","RAFIQUE ROAD, SITARA COLONY , SHAHDARA, LAHORE","MR. SHOAIB UR REHMAN BUTT - Proprietor","042-37391063 042-37391064","shoaib.butt1419@gmail.com","WIRE PRODUCTS","WIRE CABLE"
"120838-C","WORLDWIDE CABLES (PVT) LTD.","6-KOT DOONI CHAND, G.T ROAD, MANAWA, LAHORE","MR. MUHAMMAD KASHIF - Chief Executive","042-36546400","anayattraders2000@gmail.com","WIRE PRODUCTS","FIBER OPTICAL CABLE"
"113577-C","USMAN WIRE INDUSTRY","KHASRA NO.230, ALI HAJVIRAY PARK, MOMAN PURA, LAHORE","MR. HUSNAIN YASEEN - Proprietor","","husnainyaseen009966@gmail.com","WIRE PRODUCTS","WER PRODUCTS"
"101404-A","ZAMAN MANUFACTURING AND TRADERS","MASJID YA RASOOL ALLAH STREET, WATER LAND PARK, SAGIAN BY PASS ROAD, LAHORE","MR. SHAFIQ UL ZAMAN - Proprietor","042-37163416 042-37163414","burqcable@gmail.com","WIRE PRODUCTS","WIRE"
"613-C","NEWAGE CABLES (PVT) LTD","NEWAGE HOUSE, 33-K, GULBERG II, LAHORE","MR. AMIR BAKHT AZAM - Director","042-35778742 042-35778751 111-777-300","info@newagecables.com","WIRE PRODUCTS","CABLES, WIRES AND CONDUCTOR,"
"33385-C","MULTICORE CABLES","136-ABID CHAMBERS, TEMPLE ROAD, LAHORE","SH. TAHIR AHMED MUNIR - Managing Partner","042-35928121 042-36360593","multicore136@gmail.com","WIRE PRODUCTS","ETP COPPER CABLE"
"56178-A","ABDULLAH & COMPANY","390- POONCH ROAD, SAMANABAD, LAHORE","MR. USMAN ANJUM - Proprietor","042-37663942","abdullah_company2003@yahoo.com","WIRE & ROPES","WIRE"
"52156-A","SIGMA CABLES","32, MAIN JAIL ROAD, IST FLOOR, GILL MOTERS, LAHORE","MR. MUHAMMAD AAMIR ZAFAR - Proprietor","042-37074555","azsahi@yahoo.com","WIRE & ROPES","CABLE"
"49962-C","WIRE & CABLE PRODUCTS (PVT) LTD.","37-C/1, IST FLOOR, FAISAL TOWN, LAHORE","MR. MUHAMMAD IMRAN KHAN - Chief Executive","042-35201191 042-35201192","imran@wcp.com.pk","WIRE & ROPES","STEEL WIRE ROPES, PC STRAND, SINGLE WIRE"
"37388-A","ZEESHAN SIKINDAR & COMPANY","REHMAN GALI NO.2 NISHTAR ROAD LAHORE","MR. KHALID PERVAIZ - Proprietor","042-37638383","zesco@hotmail.com","WIRE & ROPES","WIRE MESH"
"109357-A","NAGHAN STEEL INDUSTRY","6-A, SHALIMAR LINK ROAD, LAHORE","MR. MUHAMAD ARSHAD - Proprietor","","kashif6a@yahoo.com","WIRE & ROPES","WIRES NAILS"
"109333-C","CARE WIRE INDUSTRY (PVT.) LTD","32-R, M.A. JOHAR TOWN, LAHORE","MR. JAMAL AHMAD - Chief Executive","042-35956231 042-35956232","carewireindustry@gmail.com","WIRE & ROPES","STEEL WIRE"
"104500-C","SHAHRUKH WIRE & CABLES INDUSTRY (PVT.) LTD","93-A, AIBAK BLOCK, NEW GARDEN TOWN, LAHORE","MR. SHAHRUKH ADIL - Chief Executive","042-35941571 042-35941573","shahrukhadil@hotmail.com","WIRE & ROPES","FERROUS & NON FERROUS WIRE & CABLE"
"100862-C","A.K CABLES ( PVT.) LTD","ALI STREET # 1, FAZAL COLONY, T NO.5, BUND ROAD, LAHORE","MR. MUHAMMAD ANWAR KHAN - Chief Executive","","khanzain59@gmail.com","WIRE & ROPES","WIRE MANUFACTURE"
"100128-C","MUWWADAT INDUSTRIES (PVT.) LTD","PLOT NO.33-C, MASHALLAH BUILDING ABU BAKAR SIDDIQUE COLONY, BUND ROAD, STEEL MILLS ROAD, LAHORE","MR. MUHAMMAD SHOAIB HAMEED SHEIKH - Director","042-37482661","muwwadat@outlook.com","WIRE & ROPES","PVC WIRE & CABLES, INSULATED"
